Run,ReleaseDate,LoadDate,spots,bases,spots_with_mates,avgLength,size_MB,AssemblyName,download_path,Experiment,LibraryName,LibraryStrategy,LibrarySelection,LibrarySource,LibraryLayout,InsertSize,InsertDev,Platform,Model,SRAStudy,BioProject,Study_Pubmed_id,ProjectID,Sample,BioSample,SampleType,TaxID,ScientificName,SampleName,g1k_pop_code,source,g1k_analysis_group,Subject_ID,Sex,Disease,Tumor,Affection_Status,Analyte_Type,Histological_Type,Body_Site,CenterName,Submission,dbgap_study_accession,Consent,RunHash,ReadHash
SRR32114799,2025-01-24 17:23:14,2025-01-24 17:09:18,219306,65800084,219306,300,45,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114799/SRR32114799.lite.1,SRX27461629,DNA-250122FOR-488,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887461,SAMN46404132,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-398,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,27717655230A48BA5648AEC0AFB7407B,0A1195E56F6EF023B702A5681A24B3F7
SRR32114988,2025-01-24 17:31:22,2025-01-24 17:20:04,98312,29052127,98312,295,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114988/SRR32114988.lite.1,SRX27461440,DNA-250122FOR-206,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887272,SAMN46403850,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-41,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,EE3512CE34A01FEC23BAB2A1B2D4A54E,F2E84432F3D4CB19697242239B06BD48
SRR32115154,2025-01-24 17:37:05,2025-01-24 17:25:54,121025,36407284,121025,300,22,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115154/SRR32115154.lite.1,SRX27461823,DNA-250122FOR-47,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887657,SAMN46403691,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-415,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,C5BA77C1750077E4B783A65573767892,22FD01C0B2C6E0401429C1C07DA7D0C5
SRR32114740,2025-01-24 17:23:17,2025-01-24 17:08:47,153846,46014446,153846,299,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114740/SRR32114740.lite.1,SRX27461688,DNA-250122FOR-223,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887521,SAMN46403867,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-419,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,6C8D405352B2EEEEDB780733961E66B1,25B607B2676250EE046D8B47F5B72051
SRR32115243,2025-01-24 17:37:03,2025-01-24 17:26:07,72622,21764348,72622,299,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115243/SRR32115243.lite.1,SRX27461734,DNA-250122FOR-265,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887567,SAMN46403909,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-420,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,28C9CB1D26DD487687F54F4831BEA6A8,F589F8DBE63C062FB91FAD0E97A00EB9
SRR32114978,2025-01-24 17:31:23,2025-01-24 17:19:44,46315,13779966,46315,297,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114978/SRR32114978.lite.1,SRX27461450,DNA-250122FOR-273,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887282,SAMN46403917,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-422,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,B491D72A8EFFB4249FBF93CCD81FD118,5DD2A20EACA68AB61EB3EA8AA7554650
SRR32115122,2025-01-24 17:37:01,2025-01-24 17:26:07,62353,18654365,62353,299,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115122/SRR32115122.lite.1,SRX27461855,DNA-250122FOR-547,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887686,SAMN46404191,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-423,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,CD55EBFFD05996B59381D6DC89D5C15C,401F0B5B9AAECF5FD9B2C3A2DC643C8F
SRR32115025,2025-01-24 17:31:24,2025-01-24 17:20:21,113563,33005359,113563,290,20,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115025/SRR32115025.lite.1,SRX27461403,DNA-250122FOR-173,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887237,SAMN46403817,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-431,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,CAD17509853EF14A32A2A03C1A02D5B3,8870E65FC4B16BE4901B41452CA128EB
SRR32115237,2025-01-24 17:36:57,2025-01-24 17:26:08,73324,22017835,73324,300,12,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115237/SRR32115237.lite.1,SRX27461740,DNA-250122FOR-28,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887572,SAMN46403672,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-438,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,3792290D018B41491E59E742E70773EA,46558FC32307FA40412264209B72AA77
SRR32114888,2025-01-24 17:23:09,2025-01-24 17:09:28,53116,15931576,53116,299,7,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114888/SRR32114888.lite.1,SRX27461540,DNA-250122FOR-411,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887373,SAMN46404055,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-458,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,A4D8118EDCC85427CBC52257C549B8EC,7502A83204663677CE6E8EA3D39C259B
SRR32114790,2025-01-24 17:23:08,2025-01-24 17:08:56,88085,25896643,88085,293,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114790/SRR32114790.lite.1,SRX27461638,DNA-250122FOR-496,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887471,SAMN46404140,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-463,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,54DC8710E75E192E6DAEAED729FBD9B0,EABFFD7034876A7B12A8E98A8E296A92
SRR32114806,2025-01-24 17:23:14,2025-01-24 17:08:55,83496,25106518,83496,300,16,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114806/SRR32114806.lite.1,SRX27461622,DNA-250122FOR-481,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887456,SAMN46404125,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-465,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,48CBBC98DE7F1576C437E46759E86AD4,16264BFEEE5F0952EE14E5CE0F91991F
SRR32115090,2025-01-24 17:37:03,2025-01-24 17:25:51,143791,43114926,143791,299,26,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115090/SRR32115090.lite.1,SRX27461887,DNA-250122FOR-82,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887720,SAMN46403726,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-471,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,4E35CB8F20F0CB9DF5CE5B74EEB9EB6E,FF4033BB54435F4963C330D1B48D3ACF
SRR32115234,2025-01-24 17:37:04,2025-01-24 17:26:02,63429,18777501,63429,296,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115234/SRR32115234.lite.1,SRX27461743,DNA-250122FOR-301,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887576,SAMN46403945,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-477,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,A4883E95207109AABA7DE60E65009F77,7E36FFFED0E47B69A167FB3D6BD9B9D2
SRR32114742,2025-01-24 17:23:17,2025-01-24 17:09:17,161959,48142701,161959,297,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114742/SRR32114742.lite.1,SRX27461686,DNA-250122FOR-221,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887519,SAMN46403865,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-486,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,564C66C48119219933940C4164A3EDF1,E56890B89E95CC6F4F07E42C1FCBF15A
SRR32114800,2025-01-24 17:23:14,2025-01-24 17:09:18,119017,35737365,119017,300,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114800/SRR32114800.lite.1,SRX27461628,DNA-250122FOR-487,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887462,SAMN46404131,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-487,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,BD82B918D2DC72A32FB89E142CBEC2F1,FDC259AB45D58AFB16063D89FD780F6D
SRR32114821,2025-01-24 17:23:13,2025-01-24 17:08:54,121560,36278778,121560,298,25,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114821/SRR32114821.lite.1,SRX27461607,DNA-250122FOR-439,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887439,SAMN46404083,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-489,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,1515BCC0C76E8CB73663B361F9E9BA26,0B560FD13D76398995A9DEE9AA09A957
SRR32114832,2025-01-24 17:23:12,2025-01-24 17:09:05,63551,19047056,63551,299,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114832/SRR32114832.lite.1,SRX27461596,DNA-250122FOR-429,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887429,SAMN46404073,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-49,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,29FB1B925E3EDB3396022F0BBBBBFDA7,EDE1E17C7D6ED4CCBD12BBCDDD0922C1
SRR32114985,2025-01-24 17:31:22,2025-01-24 17:20:24,222453,56279568,222453,252,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114985/SRR32114985.lite.1,SRX27461443,DNA-250122FOR-209,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887277,SAMN46403853,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-492,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,EFE0A5EFA86E4BD99B3B776944C0CF38,0075968589E9C0ECBF508085D47C6A44
SRR32115142,2025-01-24 17:37:07,2025-01-24 17:25:53,131692,39503729,131692,299,24,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115142/SRR32115142.lite.1,SRX27461835,DNA-250122FOR-471,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887668,SAMN46404115,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-493,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,4FA8B03AF2E7F47F599E15FDA9D0A97D,9AD31387B95549E20522584FF78AA1E3
SRR32115119,2025-01-24 17:37:02,2025-01-24 17:25:48,59523,17343758,59523,291,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115119/SRR32115119.lite.1,SRX27461858,DNA-250122FOR-56,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887691,SAMN46403700,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-524,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,3C3B05BE74596FBF4086950A650C90F9,BF8E3DD9A360F4D8B371985396AC6D0F
SRR32115155,2025-01-24 17:37:01,2025-01-24 17:25:55,99067,29147165,99067,294,17,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115155/SRR32115155.lite.1,SRX27461822,DNA-250122FOR-460,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887655,SAMN46404104,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-53,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,6B4320863596F06A41F73B67BB67D921,50BD3E882121488F6A5A32A4BED17A6D
SRR32114944,2025-01-24 17:31:26,2025-01-24 17:19:53,66445,15095797,66445,227,8,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114944/SRR32114944.lite.1,SRX27461484,DNA-250122FOR-332,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887317,SAMN46403976,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-537,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,8C177C4ECE68FD46FFDECDFC4199EB05,66568717401CA5743DDD25AF7F96BC08
SRR32114915,2025-01-24 17:31:28,2025-01-24 17:19:41,63483,18462960,63483,290,10,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114915/SRR32114915.lite.1,SRX27461513,DNA-250122FOR-388,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887346,SAMN46404032,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-538,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,DB2346648D2A970CD277EA73BCFA2D82,E6EAA860F806F15381D192211F3B23E8
SRR32115131,2025-01-24 17:37:05,2025-01-24 17:25:50,75228,21047803,75228,279,11,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115131/SRR32115131.lite.1,SRX27461846,DNA-250122FOR-539,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887679,SAMN46404183,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-556,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,FE28C366EE1B903F709D661189BF423E,FF4F9F5F703B75802D364803933105ED
SRR32115196,2025-01-24 17:36:59,2025-01-24 17:25:57,103940,30446326,103940,292,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115196/SRR32115196.lite.1,SRX27461781,DNA-250122FOR-365,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887613,SAMN46404009,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-559,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,B4BB25968F48F3451A220E15447CE832,29742C0B46FE52A1FD13C921645C26D0
SRR32114903,2025-01-24 17:31:29,2025-01-24 17:19:38,106461,31016162,106461,291,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114903/SRR32114903.lite.1,SRX27461525,DNA-250122FOR-399,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887358,SAMN46404043,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-659,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,2657A3D9C657CE965D1739088790BA59,583680B39A5EA28F99A69D2EB2FAF681
SRR32115287,2025-01-24 17:36:55,2025-01-24 17:26:30,201121,60327858,201121,299,34,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115287/SRR32115287.lite.1,SRX27461690,DNA-250122FOR-225,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887523,SAMN46403869,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-667,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,E08233009DE2AC338C413B432EDEE5D9,ED6EFC0CEB191A14440FA32270AA015C
SRR32115076,2025-01-24 17:37:03,2025-01-24 17:25:41,116623,35019926,116623,300,18,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115076/SRR32115076.lite.1,SRX27461901,DNA-250122FOR-95,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887734,SAMN46403739,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-672,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,F32A7F52D23D6511E96E85244F97FB59,A8E90B90D649A4D520F3B2243E0FAC05
SRR32114989,2025-01-24 17:31:22,2025-01-24 17:20:06,84965,23288319,84965,274,13,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114989/SRR32114989.lite.1,SRX27461439,DNA-250122FOR-205,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887273,SAMN46403849,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-682,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,DEE50771D13EFAAF86DD036CE5633808,81B1B689F4ABE7F83BBE3DAE1B4C656E
SRR32115157,2025-01-24 17:37:04,2025-01-24 17:26:06,89494,25880514,89494,289,14,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115157/SRR32115157.lite.1,SRX27461820,DNA-250122FOR-458,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887654,SAMN46404102,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-694,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,F1E220E596D6CACB07A5670AEE82B9A3,1DC0A08267CCFDD79C838FAE7C2FAFBB
SRR32114797,2025-01-24 17:23:14,2025-01-24 17:08:57,95186,28597329,95186,300,19,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114797/SRR32114797.lite.1,SRX27461631,DNA-250122FOR-490,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887464,SAMN46404134,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-696,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,88A8AA44A853B76B95B485B46C7BBD4F,C58CAD3BAF98026BD271B25A4F74F607
SRR32114787,2025-01-24 17:23:14,2025-01-24 17:09:02,147561,44298609,147561,300,30,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114787/SRR32114787.lite.1,SRX27461641,DNA-250122FOR-499,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887474,SAMN46404143,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-699,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,6E9045CD2407835FD46CADF09E5EC5E7,E8D50098CBFB26566E08D83EFEAA9148
SRR32114859,2025-01-24 17:23:11,2025-01-24 17:09:06,146596,43986346,146596,300,27,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114859/SRR32114859.lite.1,SRX27461569,DNA-250122FOR-524,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887401,SAMN46404168,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-704,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,7C76E878635D23A0F604DE549C49C93C,7E74F095A11BAAE6D1EAFCFBFF40FD4A
SRR32115186,2025-01-24 17:36:59,2025-01-24 17:25:53,67249,16681867,67249,248,9,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115186/SRR32115186.lite.1,SRX27461791,DNA-250122FOR-374,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887626,SAMN46404018,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-717,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,3876FC607F0256D625AE303B6C655237,5C938F76798B94A5D6766B085BDDD8AB
SRR32115245,2025-01-24 17:36:57,2025-01-24 17:26:27,84640,23982242,84640,283,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115245/SRR32115245.lite.1,SRX27461732,DNA-250122FOR-263,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887565,SAMN46403907,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-718,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,A005BFD8C4047102F83AD534145091D3,A61BDAC125405ED2699FE7F639C9DEA9
SRR32114745,2025-01-24 17:23:17,2025-01-24 17:09:11,210417,63155081,210417,300,38,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32114/SRR32114745/SRR32114745.lite.1,SRX27461683,DNA-250122FOR-219,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887516,SAMN46403863,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-722,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,865B236BC57951A3CC3599D14D7B3440,90E1D8B4368CDDF597A9C7CA29621982
SRR32115156,2025-01-24 17:37:08,2025-01-24 17:25:54,162363,48616218,162363,299,32,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115156/SRR32115156.lite.1,SRX27461821,DNA-250122FOR-459,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887653,SAMN46404103,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-723,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,35C262BC4BA74364744B62193048FDFA,7DC4B20015F8FF5E4F994E15A410D799
SRR32115225,2025-01-24 17:36:58,2025-01-24 17:26:03,125936,26164339,125936,207,15,,https://sra-downloadb.be-md.ncbi.nlm.nih.gov/sos7/sra-pub-zq-41/SRR032/32115/SRR32115225/SRR32115225.lite.1,SRX27461752,DNA-250122FOR-310,AMPLICON,PCR,GENOMIC,PAIRED,0,0,ILLUMINA,Illumina MiSeq,SRP559715,PRJNA1215398,,1215398,SRS23887585,SAMN46403954,simple,1773,Mycobacterium tuberculosis,TIS-220831FLY-729,,,,,,,no,,,,,HARVARD TH CHAN SCHOOL OF PUBLIC HEALTH,SRA2059444,,public,3B1A5BA61DB8BF227AD4F5F32DCC8B5A,D96B400009EE3F166DDC78B928676B79
